kms_driven,mileage(kmpl),engine(cc),max_power(bhp),torque(Nm),price(in lakhs)
87109,1197.0,82.0,82.0,114.0,4.59
69000,18.49,1493.0,1493.0,100.0,8.5
109000,22.0,1498.0,1498.0,108495.0,6.25
90001,18.23,1582.0,1582.0,1262.0,10.75
13000,18.89,1498.0,1498.0,14751.0,16.5
60000,22.07,1199.0,1199.0,739.0,2.4
75000,1495.0,94.0,94.0,125.0,1.9
76000,17.99,1462.0,1462.0,1032.0,9.25
82000,20.77,1248.0,1248.0,8876.0,6.5
42261,24.3,1248.0,1248.0,885.0,8.85
87109,1197.0,82.0,82.0,114.0,4.59
82000,20.77,1248.0,1248.0,8876.0,6.5
47057,814.0,552.0,552.0,745.0,3.17
123715,17.0,1591.0,1591.0,1213.0,7.7
60000,1199.0,84.0,84.0,114.0,4.75
36522,19.01,1199.0,1199.0,8482.0,5.44
63000,16.09,1598.0,1598.0,1032.0,5.8
23285,17.74,999.0,999.0,7510.0,5.73
14596,20.7,1197.0,1197.0,8186.0,6.41
48401,14.84,2143.0,2143.0,170.0,12.0
34377,21.01,1197.0,1197.0,8180.0,7.57
127000,11.74,2987.0,2987.0,2548.0,11.0
70000,16.1,1950.0,1950.0,1917.0,39.95
90000,16.09,1995.0,1995.0,184.0,12.0
65000,21.7,1498.0,1498.0,9896.0,7.25
80000,17.1,1956.0,1956.0,17063.0,16.5
89000,24.2,1498.0,1498.0,986.0,5.5
90000,21.7,1498.0,1498.0,9896.0,7.75
109000,22.15,1498.0,1498.0,1086.0,7.25
66302,19.7,1497.0,1497.0,11505.0,11.24
79247,22.41,1197.0,1197.0,8850.0,4.1
46000,13.79,1998.0,1998.0,192.0,33.0
82051,27.39,1248.0,1248.0,74.0,6.07
31655,22.38,1197.0,1197.0,8850.0,7.75
16000,18.9,1197.0,1197.0,8186.0,5.75
59965,25.5,1498.0,1498.0,986.0,7.61
60000,17.0,1197.0,1197.0,805200.0,1.75
103209,21.4,1197.0,1197.0,831.0,5.02
29497,21.4,1197.0,1197.0,831.0,5.59
51000,1197.0,789.0,789.0,1117.0,2.9
22849,20.7,1197.0,1197.0,8186.0,6.83
66000,22.54,1396.0,1396.0,8873.0,5.75
43000,20.68,1995.0,1995.0,190.0,29.5
68000,24.3,1248.0,1248.0,885.0,7.5
61000,17.9,2143.0,2143.0,170.0,37.5
35000,20.65,1462.0,1462.0,10325.0,6.8
47000,19.56,1197.0,1197.0,8180.0,6.75
54000,24.3,1248.0,1248.0,885.0,8.75
72000,18.0,1497.0,1497.0,1173.0,6.15
62039,796.0,4733.0,4733.0,69.0,3.02
23428,21.01,1197.0,1197.0,8180.0,7.14
53000,25.1,1248.0,1248.0,885.0,7.95
47925,16.8,1497.0,1497.0,1163.0,4.53
59011,1197.0,82.0,82.0,114.0,4.26
121281,12.35,2157.0,2157.0,17849.0,17.51
63238,18.9,1197.0,1197.0,8186.0,5.15
51376,18.0,1497.0,1497.0,1173.0,6.0
51196,1086.0,6805.0,6805.0,9904.0,3.19
35898,18.9,1197.0,1197.0,8186.0,5.43
40000,22.48,1995.0,1995.0,18774.0,34.5
19876,20.89,1197.0,1197.0,8180.0,4.92
68000,22.9,1248.0,1248.0,74.0,4.1
40451,18.6,1199.0,1199.0,8876.0,5.25
60000,17.4,1497.0,1497.0,1173.0,5.55
69000,17.68,1968.0,1968.0,17433.0,14.5
98000,21.01,1197.0,1197.0,8180.0,6.0
790000,18.15,998.0,998.0,11835.0,9.75
55000,18.2,1199.0,1199.0,887.0,7.5
104000,23.59,1364.0,1364.0,6705.0,5.25
57647,24.7,796.0,796.0,473.0,3.52
76125,18.9,1197.0,1197.0,8186.0,4.4
94857,28.4,1248.0,1248.0,7402.0,6.06
51499,18.0,1198.0,1198.0,867.0,4.96
22468,2198.0,18238.0,18238.0,450.0,22.0
123186,25.24,998.0,998.0,6571.0,3.68
20000,21.79,998.0,998.0,6705.0,6.1
74661,18.6,1197.0,1197.0,8183.0,5.45
50018,22.9,1248.0,1248.0,74.0,4.2
38000,18.6,1197.0,1197.0,8183.0,5.6
11971,21.01,1197.0,1197.0,8180.0,7.55
80000,20.3,1248.0,1248.0,75.0,1.0
64000,18.6,1197.0,1197.0,8183.0,5.5
37000,1197.0,831.0,831.0,115.0,5.05
92000,22.54,1396.0,1396.0,8873.0,5.95
70000,23.95,998.0,998.0,6705.0,3.4
83000,17.03,1462.0,1462.0,10326.0,7.95
32000,998.0,6705.0,6705.0,90.0,5.1
88000,27.39,1248.0,1248.0,74.0,5.9
105885,1197.0,8850.0,8850.0,113.0,3.27
93774,25.5,1498.0,1498.0,986.0,7.15
44000,12.6,1950.0,1950.0,194.0,39.5
86981,1197.0,82.0,82.0,114.0,4.21
48728,21.4,1197.0,1197.0,831.0,6.66
87001,17.01,1591.0,1591.0,1213.0,4.65
50595,20.51,998.0,998.0,6704.0,4.11
31000,17.1,1199.0,1199.0,8850.0,8.5
103012,1197.0,82.0,82.0,114.0,4.14
108929,22.38,1197.0,1197.0,8850.0,3.84
57000,15.4,1497.0,1497.0,1173.0,7.95
56387,18.5,1198.0,1198.0,868.0,4.3
101000,26.0,1498.0,1498.0,986.0,5.75
42000,16.5,1198.0,1198.0,868.0,5.5
50000,25.0,1493.0,1493.0,11345.0,13.9
810000,21.7,1498.0,1498.0,9896.0,9.0
26000,18.9,1197.0,1197.0,8186.0,5.95
92001,14.84,2143.0,2143.0,16762.0,11.75
29000,18.5,1198.0,1198.0,868.0,4.5
69000,20.4,1197.0,1197.0,8180.0,5.4
51918,1197.0,8180.0,8180.0,113.0,5.4
37552,18.9,1197.0,1197.0,82.0,5.32
84000,17.0,1198.0,1198.0,1085.0,8.7
63420,18.0,1198.0,1198.0,867.0,5.11
68888,18.9,1197.0,1197.0,8186.0,4.39
104255,22.9,1248.0,1248.0,74.0,4.5
47877,18.5,1198.0,1198.0,868.0,4.72
61000,14.74,1991.0,1991.0,18104.0,27.9
83337,27.3,1498.0,1498.0,986.0,4.64
61836,19.4,1198.0,1198.0,868.0,4.06
68001,18.19,1197.0,1197.0,1032.0,5.9
39813,22.35,1197.0,1197.0,8850.0,7.87
74000,17.8,1198.0,1198.0,867.0,6.9
87000,19.4,1198.0,1198.0,868.0,3.5
71000,18.6,1197.0,1197.0,8183.0,6.6
102000,17.9,2143.0,2143.0,20115.0,43.5
110000,11.3,2360.0,2360.0,170.0,6.5
75000,23.84,1199.0,1199.0,84.0,5.7
62000,28.09,1248.0,1248.0,885.0,7.1
49000,1197.0,789.0,789.0,1117.0,4.4
76792,20.73,1373.0,1373.0,911.0,6.37
34445,19.4,1198.0,1198.0,868.0,4.24
64000,1086.0,6805.0,6805.0,9904.0,3.2
109405,22.41,1197.0,1197.0,8850.0,5.2
118146,18.7,1199.0,1199.0,887.0,4.61
9000,18.8,1199.0,1199.0,8663.0,8.75
41339,18.9,1197.0,1197.0,8186.0,5.87
22000,14.82,1998.0,1998.0,18908.0,33.5
62607,17.5,1199.0,1199.0,887.0,7.21
52794,21.01,1197.0,1197.0,8180.0,6.77
10000,15.0,1991.0,1991.0,19444.0,67.5
33864,20.0,999.0,999.0,7101.0,5.86
73000,19.5,1582.0,1582.0,12624.0,4.25
70000,21.01,1197.0,1197.0,8180.0,4.75
67754,21.9,1498.0,1498.0,986.0,6.15
60000,998.0,671.0,671.0,90.0,1.7
69000,18.06,1198.0,1198.0,75.0,2.5
78000,15.1,2179.0,2179.0,15287.0,10.25
70000,796.0,463.0,463.0,62.0,1.4
83000,24.52,1248.0,1248.0,885.0,7.8
17778,20.7,1197.0,1197.0,8186.0,7.04
16499,20.7,1197.0,1197.0,8186.0,7.14
120000,21.64,1461.0,1461.0,848.0,2.25
33364,18.7,1199.0,1199.0,887.0,4.79
64784,18.9,1197.0,1197.0,82.0,4.26
59000,12.0,1991.0,1991.0,184.0,19.9
29584,1086.0,6805.0,6805.0,9904.0,3.7
80000,16.95,1498.0,1498.0,977.0,3.0
87217,17.0,1497.0,1497.0,1186600.0,3.73
77482,23.84,1199.0,1199.0,84.0,3.99
60000,19.0,1199.0,1199.0,887.0,6.25
34312,20.09,1199.0,1199.0,8482.0,5.57
53000,19.0,1199.0,1199.0,8482.0,6.5
45000,18.1,1199.0,1199.0,887.0,5.75
23000,17.8,1198.0,1198.0,867.0,6.9
80001,21.21,1197.0,1197.0,8180.0,4.9
62000,28.4,1248.0,1248.0,7402.0,5.5
57000,14.8,1497.0,1497.0,12136.0,8.5
21000,19.4,1198.0,1198.0,868.0,3.9
43415,22.38,1197.0,1197.0,8850.0,4.08
24412,22.54,1396.0,1396.0,8873.0,7.58
45000,14.11,2199.0,2199.0,1972.0,25.9
24020,1197.0,82.0,82.0,114.0,4.8
70251,21.21,1197.0,1197.0,8180.0,5.33
44000,18.4,1498.0,1498.0,11935.0,9.9
86212,796.0,4036.0,4036.0,60.0,4.2
64000,17.0,1591.0,1591.0,1213.0,9.5
39458,1197.0,82.0,82.0,114.0,4.65
70598,22.9,1248.0,1248.0,74.0,3.56
94000,17.8,1198.0,1198.0,867.0,4.75
48325,1197.0,82.0,82.0,114.0,4.3
66000,14.28,1798.0,1798.0,13803.0,6.5
86001,26.0,1498.0,1498.0,986.0,5.75
62000,14.28,1798.0,1798.0,13803.0,6.9
50000,17.43,1396.0,1396.0,1055.0,6.25
79000,20.5,1582.0,1582.0,1262.0,9.25
74002,28.4,1248.0,1248.0,7402.0,6.75
74000,7.81,5461.0,5461.0,3629.0,52.9
65000,23.9,1582.0,1582.0,12632.0,5.9
39718,21.0,1197.0,1197.0,8180.0,7.58
67529,1197.0,82.0,82.0,114.0,4.5
110000,14.75,2967.0,2967.0,245.0,40.0
88281,21.4,1197.0,1197.0,831.0,5.01
64160,1197.0,82.0,82.0,114.0,4.12
88000,16.38,1995.0,1995.0,18246.0,15.5
77253,22.38,1197.0,1197.0,8850.0,4.91
72000,16.55,1968.0,1968.0,14751.0,11.9
102614,16.8,1497.0,1497.0,1164.0,4.01
78911,17.8,1497.0,1497.0,1173.0,6.37
99000,15.3,2993.0,2993.0,258.0,28.9
47975,18.9,1197.0,1197.0,8186.0,4.96
56000,19.27,2143.0,2143.0,16762.0,29.5
121000,11.3,2987.0,2987.0,2548.0,35.0
78000,15.26,2143.0,2143.0,2032.0,23.9
75000,15.87,2993.0,2993.0,30843.0,32.9
44000,1999.0,2454.0,2454.0,430.0,53.5
42000,23.1,998.0,998.0,6704.0,4.5
32141,1248.0,885.0,885.0,200.0,6.0
60000,21.4,1197.0,1197.0,831.0,5.1
64657,1197.0,82.0,82.0,114.0,4.02
100657,19.0,1199.0,1199.0,887.0,5.67
32000,13.0,1591.0,1591.0,1213.0,10.9
50570,19.4,1198.0,1198.0,868.0,2.8
42392,18.9,1197.0,1197.0,82.0,5.13
78000,22.7,1498.0,1498.0,8984.0,3.75
62155,1197.0,82.0,82.0,114.0,4.19
100000,15.0,1586.0,1586.0,10468.0,1.55
94822,22.54,1396.0,1396.0,8873.0,5.43
59422,814.0,552.0,552.0,745.0,2.91
82000,1497.0,11343.0,11343.0,144.0,13.9
70727,17.0,1591.0,1591.0,1213.0,9.12
79000,1497.0,11343.0,11343.0,144.0,12.9
120000,19.01,1461.0,1461.0,10845.0,3.45
120000,21.64,1461.0,1461.0,848.0,2.25
120000,22.7,1582.0,1582.0,12624.0,4.0
70000,18.49,1493.0,1493.0,100.0,6.15
61000,20.68,1995.0,1995.0,188.0,19.75
92000,18.0,1198.0,1198.0,867.0,3.6
58857,15.4,1497.0,1497.0,1173.0,6.5
68237,20.51,998.0,998.0,6704.0,3.89
31237,21.01,1197.0,1197.0,8180.0,7.27
45000,20.14,1197.0,1197.0,8186.0,4.95
93027,22.9,1248.0,1248.0,74.0,3.71
122688,23.4,1248.0,1248.0,74.0,4.22
53000,25.8,1498.0,1498.0,986.0,6.75
60464,21.63,998.0,998.0,6705.0,4.6
10000,999.0,7102.0,7102.0,96.0,8.5
40171,17.4,1497.0,1497.0,1173.0,5.17
122223,17.8,1198.0,1198.0,867.0,5.8
44000,1086.0,6805.0,6805.0,9904.0,2.4
77299,18.9,1197.0,1197.0,82.0,4.79
39000,16.35,1956.0,1956.0,16767.0,13.95
120000,17.1,1956.0,1956.0,170.0,11.0
29000,15.43,1498.0,1498.0,10849.0,12.9
60000,18.7,1199.0,1199.0,887.0,4.75
80000,22.54,1396.0,1396.0,8873.0,6.9
78000,21.7,1498.0,1498.0,9896.0,5.5
58000,24.7,1498.0,1498.0,9789.0,5.5
67000,1120.0,70.0,70.0,160.0,4.25
44019,18.6,1197.0,1197.0,858.0,3.15
11962,24.97,998.0,998.0,6571.0,5.69
44002,19.7,796.0,796.0,463.0,95000.0
13066,22.05,796.0,796.0,4733.0,3.69
36015,18.9,1197.0,1197.0,82.0,3.61
14000,19.65,1197.0,1197.0,8676.0,6.99
11880,998.0,5833.0,5833.0,78.0,4.74
35000,1086.0,6805.0,6805.0,9904.0,2.25
65018,1248.0,8850.0,8850.0,200.0,4.75
28061,22.05,796.0,796.0,4733.0,3.43
40300,13.9,1498.0,1498.0,105.0,6.5
58231,23.95,998.0,998.0,6705.0,3.32
70000,1197.0,8186.0,8186.0,11375.0,4.0
13000,20.28,998.0,998.0,11841.0,8.9
32997,22.05,796.0,796.0,4733.0,3.39
41203,18.7,1199.0,1199.0,887.0,3.99
90000,1498.0,1032.0,1032.0,250.0,3.5
6818,19.4,1194.0,1194.0,9493.0,5.4
44000,26.0,1498.0,1498.0,986.0,5.5
29200,25.6,1498.0,1498.0,979.0,8.75
16016,1086.0,6805.0,6805.0,9904.0,1.85
26638,21.7,998.0,998.0,6571.0,4.19
44000,26.0,1498.0,1498.0,986.0,5.5
18930,998.0,5833.0,5833.0,78.0,4.79
5700,2995.0,340.0,340.0,450.0,1.05
29200,25.6,1498.0,1498.0,979.0,8.75
26580,998.0,5833.0,5833.0,78.0,4.49
35000,15.4,1497.0,1497.0,1173.0,7.45
32000,16.9,1395.0,1395.0,14751.0,21.0
68499,17.6,1582.0,1582.0,1262.0,10.83
53750,23.0,1498.0,1498.0,9896.0,6.85
48341,22.05,796.0,796.0,4733.0,3.03
25000,3996.0,641.0,641.0,850.0,3.6
34260,21.5,1197.0,1197.0,8180.0,3.95
48380,23.0,1498.0,1498.0,9896.0,5.83
52000,19.67,1582.0,1582.0,1262.0,9.95
23022,796.0,342.0,342.0,59.0,2.25
26610,23.95,998.0,998.0,6705.0,3.65
66019,24.2,1498.0,1498.0,9387.0,7.75
42320,998.0,671.0,671.0,90.0,2.29
25484,998.0,5833.0,5833.0,78.0,4.77
25171,998.0,671.0,671.0,90.0,2.22
78006,23.0,1396.0,1396.0,904000.0,2.55
21607,19.34,1198.0,1198.0,7594.0,4.7
52162,16.5,1353.0,1353.0,13808.0,11.92
23435,16.77,2993.0,2993.0,26149.0,45.0
20336,19.2,999.0,999.0,11398.0,12.81
68591,25.1,1248.0,1248.0,885.0,6.75
65341,25.2,1248.0,1248.0,74.0,3.44
23329,22.5,999.0,999.0,67.0,2.72
84000,25.1,1498.0,1498.0,986.0,5.25
19000,21.43,1364.0,1364.0,8679.0,14.95
100500,1248.0,7394.0,7394.0,190.0,2.45
58500,23.0,1498.0,1498.0,9896.0,6.65
66455,19.6,2400.0,2400.0,190.0,19.35
1229,24.97,998.0,998.0,6571.0,5.9
12100,245.59,370.0,370.0,19.0,50.0
26597,18.2,998.0,998.0,11835.0,9.25
73616,22.0,1197.0,1197.0,8180.0,3.75
53657,18.5,1197.0,1197.0,805200.0,2.63
37016,814.0,552.0,552.0,745.0,2.05
62466,18.7,1199.0,1199.0,887.0,3.9
20041,20.7,1197.0,1197.0,8186.0,6.19
49000,21.21,1197.0,1197.0,8180.0,3.65
44669,19.1,1197.0,1197.0,858.0,3.79
28500,20.7,1197.0,1197.0,8186.0,5.45
19843,998.0,671.0,671.0,90.0,3.05
44800,19.1,1197.0,1197.0,858.0,3.81
44275,21.21,1197.0,1197.0,8180.0,3.75
27012,21.21,1197.0,1197.0,8180.0,5.45
35629,20.52,1197.0,1197.0,8180.0,4.25
37009,23.95,998.0,998.0,6705.0,2.75
28000,16.95,1197.0,1197.0,789.0,2.7
46022,19.81,1086.0,1086.0,6805.0,2.35
100000,1086.0,6805.0,6805.0,9904.0,1.25
22302,17.5,1373.0,1373.0,911.0,6.9
17000,9.8,2995.0,2995.0,340.0,80.0
7400,14.6,1956.0,1956.0,16767.0,20.25
17024,22.7,799.0,799.0,5364.0,2.72
71649,23.59,1364.0,1364.0,6704.0,3.32
9016,998.0,6705.0,6705.0,90.0,5.05
44999,16.78,1496.0,1496.0,8873.0,3.74
78106,19.87,1461.0,1461.0,838.0,5.1
34016,814.0,552.0,552.0,745.0,2.15
85692,25.2,1248.0,1248.0,74.0,3.47
6500,17.33,1199.0,1199.0,11835.0,7.98
35080,18.27,998.0,998.0,11835.0,8.99
77727,16.2,1199.0,1199.0,74.0,3.77
43000,18.5,1197.0,1197.0,8285.0,3.49
30000,18.9,1197.0,1197.0,8186.0,4.25
42364,17.45,1493.0,1493.0,100.0,4.5
7000,16.5,1198.0,1198.0,868.0,4.95
54000,18.7,1199.0,1199.0,887.0,3.95
45000,17.5,1298.0,1298.0,858.0,2.25
44018,19.1,1197.0,1197.0,858.0,3.45
18500,16.5,1799.0,1799.0,13946.0,12.9
43002,17.92,1086.0,1086.0,621.0,1.75
13200,12.74,1991.0,1991.0,197.0,50.0
69381,23.01,999.0,999.0,67.0,3.27
64275,19.67,1582.0,1582.0,1262.0,6.28
7421,15.2,1997.0,1997.0,150.0,12.49
5252,18.3,1498.0,1498.0,11935.0,12.07
63663,16.78,1496.0,1496.0,8873.0,3.41
60545,17.8,1497.0,1497.0,1173.0,5.55
85602,17.8,1198.0,1198.0,867.0,3.33
35902,15.04,2755.0,2755.0,1745.0,28.0
87172,15.8,1591.0,1591.0,1213.0,7.88
52950,16.47,1198.0,1198.0,739.0,3.72
42005,17.01,1591.0,1591.0,1213.0,4.71
64000,15.8,1591.0,1591.0,1213.0,8.25
32000,17.0,1591.0,1591.0,1213.0,8.25
65000,15.8,1591.0,1591.0,1213.0,8.5
21000,14.59,1999.0,1999.0,14992.0,8.85
39450,14.28,1798.0,1798.0,13803.0,8.15
32000,14.59,1999.0,1999.0,14992.0,8.85
60314,17.5,1199.0,1199.0,887.0,5.75
4000,19.1,1368.0,1368.0,986.0,7.49
65000,28.09,1248.0,1248.0,8850.0,5.25
78019,19.67,1582.0,1582.0,1262.0,6.39
42970,16.42,1498.0,1498.0,10455.0,7.64
176000,12.8,2494.0,2494.0,102.0,4.4
24100,20.52,1197.0,1197.0,8180.0,4.74
51123,21.4,1197.0,1197.0,831.0,4.71
66000,16.8,1395.0,1395.0,13802.0,5.95
48405,27.39,1248.0,1248.0,74.0,4.98
52305,17.68,1968.0,1968.0,17433.0,10.75
46488,24.0,1120.0,1120.0,70.0,3.71
71842,22.54,1396.0,1396.0,8876.0,5.29
91000,26.0,1498.0,1498.0,986.0,3.95
51334,21.9,1396.0,1396.0,8876.0,2.8
72560,12.9,2755.0,2755.0,1745.0,16.7
68000,20.3,1086.0,1086.0,68.0,3.85
45000,22.41,1197.0,1197.0,8850.0,3.6
44000,13.17,1999.0,1999.0,114.0,3.95
47000,14.67,1798.0,1798.0,17746.0,10.95
92044,12.55,2982.0,2982.0,1685.0,16.5
40000,14.75,2967.0,2967.0,245.0,46.0
60545,17.4,1497.0,1497.0,1173.0,5.5
79097,1248.0,7394.0,7394.0,190.0,3.29
68619,19.1,1197.0,1197.0,858.0,3.44
34452,14.16,1968.0,1968.0,1743.0,16.75
40326,24.0,1186.0,1186.0,7397.0,5.22
40021,19.02,1198.0,1198.0,6705.0,3.92
44000,998.0,6705.0,6705.0,90.0,3.99
7962,20.52,1197.0,1197.0,8180.0,4.89
260000,12.8,2494.0,2494.0,102.0,6.25
44508,19.69,1198.0,1198.0,6704.0,3.38
58958,14.5,1797.0,1797.0,1475.0,5.25
44000,20.89,1197.0,1197.0,8180.0,4.65
48188,17.03,1462.0,1462.0,10326.0,8.25
55000,20.36,1197.0,1197.0,789.0,1.51
24268,1197.0,82.0,82.0,114.0,2.85
23000,17.01,1582.0,1582.0,1262.0,10.5
38502,13.96,1451.0,1451.0,141.0,13.75
35000,19.67,1582.0,1582.0,1262.0,7.5
43487,16.5,1353.0,1353.0,13808.0,13.5
32000,24.3,1248.0,1248.0,885.0,7.5
14400,17.9,2143.0,2143.0,136.0,24.0
62920,1198.0,74.0,74.0,110.0,5.27
60467,19.0,998.0,998.0,661.0,2.8
65017,19.81,1086.0,1086.0,6805.0,2.25
38015,21.21,1197.0,1197.0,8180.0,5.47
49134,17.71,1197.0,1197.0,789.0,4.42
37100,21.79,998.0,998.0,6705.0,3.1
69977,20.28,998.0,998.0,11841.0,8.69
16937,19.34,1198.0,1198.0,7594.0,3.25
51441,15.1,2179.0,2179.0,15287.0,10.71
53947,21.21,1197.0,1197.0,8180.0,5.62
30000,16.5,1353.0,1353.0,13808.0,13.2
40909,18.6,1197.0,1197.0,8183.0,4.35
70000,18.49,1493.0,1493.0,100.0,5.75
69000,17.5,1197.0,1197.0,858.0,2.25
28662,18.7,1199.0,1199.0,887.0,3.85
46912,14.6,1956.0,1956.0,16767.0,16.25
90000,1984.0,207.0,207.0,300.0,8.0
65000,15.04,1598.0,1598.0,1036.0,2.5
40238,19.27,2143.0,2143.0,170.0,12.5
52000,21.66,1498.0,1498.0,10862.0,4.45
22873,20.3,1086.0,1086.0,6805.0,4.73
77389,19.0,998.0,998.0,661.0,2.27
32000,22.0,1197.0,1197.0,8180.0,5.3
88935,21.66,1498.0,1498.0,10352.0,4.85
53681,19.69,1198.0,1198.0,6704.0,3.04
60000,15.96,2523.0,2523.0,621.0,5.65
49441,21.19,1396.0,1396.0,8873.0,4.89
41000,13.68,2393.0,2393.0,1478.0,16.95
23838,20.65,1462.0,1462.0,10325.0,8.85
26719,16.4,1896.0,1896.0,90.0,7.89
34987,2925.0,3260000000000.0,3260000000000.0,700.0,1.1
27236,18.49,1493.0,1493.0,100.0,6.5
41080,25.1,1498.0,1498.0,986.0,5.9
72793,23.59,1364.0,1364.0,6704.0,4.55
64000,20.36,1197.0,1197.0,789.0,2.35
30000,16.38,1999.0,1999.0,177.0,39.0
32002,20.89,1197.0,1197.0,8180.0,4.41
105000,19.87,1461.0,1461.0,838.0,5.25
30000,22.69,1995.0,1995.0,190.0,16.0
20827,20.52,1197.0,1197.0,8180.0,4.6
37852,16.5,1493.0,1493.0,70.0,6.75
16683,14.6,1956.0,1956.0,16767.0,19.24
53135,1197.0,789.0,789.0,1117.0,1.8
32230,18.9,1197.0,1197.0,8186.0,5.13
11000,20.37,1995.0,1995.0,18774.0,69.5
10400,18.41,999.0,999.0,11398.0,16.35
23748,20.7,1197.0,1197.0,8186.0,6.55
13513,18.3,1199.0,1199.0,8876.0,7.65
12952,17.05,1199.0,1199.0,11835.0,10.99
22672,18.9,1197.0,1197.0,82.0,3.84
23000,18.9,998.0,998.0,671.0,2.9
41048,18.6,1197.0,1197.0,8183.0,5.48
40000,2999.0,17457.0,17457.0,380.0,21.0
10000,20.37,1995.0,1995.0,18774.0,58.75
1800,20.36,1197.0,1197.0,789.0,3.15
34000,16.0,1368.0,1368.0,16077.0,17.5
40000,21.4,1197.0,1197.0,831.0,4.7
30000,18.76,1462.0,1462.0,10326.0,11.4
22700,18.9,1197.0,1197.0,8186.0,5.45
28000,10.54,2998.0,2998.0,33525.0,99.0
79862,1061.0,67.0,67.0,84.0,1.69
29146,13.0,1591.0,1591.0,1213.0,11.35
5500,22.94,1197.0,1197.0,8850.0,9.35
35925,20.36,1197.0,1197.0,789.0,3.14
57999,21.79,998.0,998.0,6705.0,4.59
23000,18.9,998.0,998.0,671.0,2.9
14352,21.4,1197.0,1197.0,831.0,5.87
10000,20.37,1995.0,1995.0,18774.0,58.75
49999,22.8,1373.0,1373.0,809.0,6.34
21194,21.4,1197.0,1197.0,831.0,6.37
1800,20.36,1197.0,1197.0,789.0,3.15
27019,1197.0,6805.0,6805.0,952.0,6.7
80000,1968.0,143.0,143.0,320.0,15.3
24000,24.3,1248.0,1248.0,885.0,9.95
32000,17.0,1497.0,1497.0,1186600.0,2.4
22600,1969.0,190.0,190.0,300.0,37.75
10000,17.2,1969.0,1969.0,29589.0,85.0
34000,16.0,1368.0,1368.0,16077.0,17.5
30000,18.76,1462.0,1462.0,10326.0,11.4
22700,18.9,1197.0,1197.0,8186.0,5.45
9700,1984.0,18774.0,18774.0,320.0,35.49
13519,21.01,1197.0,1197.0,8180.0,6.94
45017,13.0,1591.0,1591.0,1213.0,8.75
78308,22.0,1197.0,1197.0,8180.0,3.57
79852,18.2,1199.0,1199.0,887.0,5.69
28000,10.54,2998.0,2998.0,33525.0,99.0
18049,21.1,814.0,814.0,552.0,3.15
19500,19.87,999.0,999.0,11398.0,16.21
35000,17.01,1968.0,1968.0,188.0,41.99
7643,20.89,1197.0,1197.0,8180.0,6.19
12000,18.6,1197.0,1197.0,8183.0,5.31
22316,18.9,1197.0,1197.0,82.0,4.54
40000,1451.0,141.0,141.0,250.0,16.0
45221,1197.0,789.0,789.0,1117.0,2.35
35000,19.56,1197.0,1197.0,8180.0,8.45
7000,10.54,2998.0,2998.0,33525.0,1.15
40000,17.41,1956.0,1956.0,16768.0,17.0
38671,17.8,1497.0,1497.0,1173.0,6.25
49303,17.0,1197.0,1197.0,805200.0,2.8
65000,17.97,1498.0,1498.0,9961.0,2.95
68000,16.9,1395.0,1395.0,14751.0,24.99
17536,18.27,998.0,998.0,11835.0,9.7
30400,18.7,1199.0,1199.0,887.0,5.35
15071,1451.0,141.0,141.0,250.0,14.28
80100,23.65,1248.0,1248.0,885.0,6.25
10773,18.45,1497.0,1497.0,11318.0,11.85
10957,20.3,1199.0,1199.0,8381.0,7.53
19000,20.09,1199.0,1199.0,8482.0,7.45
87900,22.32,1582.0,1582.0,12632.0,6.5
16100,20.89,1197.0,1197.0,8180.0,6.44
48650,23.59,1364.0,1364.0,6706.0,5.25
29252,14.8,1591.0,1591.0,1213.0,11.05
2300,1197.0,8180.0,8180.0,113.0,5.9
19446,18.2,1199.0,1199.0,887.0,6.5
26500,26.11,1462.0,1462.0,8663.0,11.5
35000,1493.0,11345.0,11345.0,250.0,17.41
10000,999.0,6706.0,6706.0,91.0,3.98
49000,17.5,1199.0,1199.0,887.0,5.85
40000,18.78,999.0,999.0,75.0,4.75
34756,20.85,1197.0,1197.0,8314.0,6.1
